id,incident_station_area,incident_ward,intersection,latitude,longitude,property_use
loc1706682,115,34,HWY 401 / 401 W Dvp Ramp / Dvp 401 C W Ramp,43.76804,-79.33865,901
loc1706683,344,20,Dupont St / St George St,43.67559,-79.4036,152
loc1706684,131,25,Bayview Ave / Hargrave Lane / Armistice Dr,43.72371,-79.37949,848
loc1706685,341,17,Glenholme Ave / Holland Park Ave,43.68577,-79.44138,301
loc1706686,145,9,HWY 401 / Keele St S 401 C E Ramp,43.72294,-79.47885,901
loc1706687,226,31,Thyra Ave / Dentonia Park Ave,43.69314,-79.2913,323
loc1706688,143,10,Dufferin St / Overbrook Pl / Steeprock Dr,43.76104,-79.46521,855
loc1706689,422,11,Mildred Ave / Eileen Ave,43.6689,-79.49775,301
loc1706690,225,36,Birchcliff Ave / Kingsbury Cres,43.68945,-79.2639,301
loc1706691,142,8,Gosford Blvd / Red Cedarway,43.77161,-79.52253,303
loc1706692,233,37,Brian Ave / Gooderham Dr,43.74674,-79.30341,999
loc1706693,442,12,The Wishbone / Hearst Crcl,43.69839,-79.49569,301
loc1706694,242,41,Shellamwood Trl / Patsfield Gt,43.80191,-79.27958,301
loc1706695,422,11,Jane St / Pritchard Ave,43.66939,-79.49278,301
loc1706696,224,31,Lumsden Ave / Barrington Ave,43.69513,-79.30348,323
loc1706697,423,11,Tarragona Blvd / Viella St,43.67201,-79.47324,365
loc1706698,245,40,Warden Ave / Lupin Dr,43.76558,-79.30217,946
loc1706699,411,7,Signet Dr / Ormont Dr,43.76575,-79.54121,901
loc1706700,231,38,Markham Rd / Tuxedo Crt,43.77954,-79.23298,901
loc1706701,232,37,Midland Ave / Dorcot Ave,43.75795,-79.26745,603
loc1706702,211,42,Tapscott Rd / Passmore Ave,43.83164,-79.24574,901
loc1706703,322,29,Don Mills Rd / O'Connor Dr,43.69557,-79.33965,902
loc1706704,114,23,Glendora Ave / Craigmore Cres,43.7622,-79.39595,301
loc1706705,245,37,Birchmount Rd / Vauxhall Dr,43.75896,-79.28952,846
loc1706706,115,33,Settlers Rd / Atria Blvd / Lansing Sq,43.7736,-79.32642,891
loc1706707,343,21,Maplewood Ave / Raglan Ave,43.68619,-79.42087,323
loc1706708,341,15,Bowie Ave / Hartley Ave,43.69678,-79.45475,301
loc1706709,146,7,Chalkfarm Dr / Marlington Cres,43.72477,-79.51043,323
loc1706710,344,19,Bloor St W / Crawford St,43.66278,-79.42206,843
loc1706711,341,15,Rogers Rd / Blandford St,43.68692,-79.43967,301
loc1706712,233,34,Victoria Park Ave / Rowena Dr,43.7515,-79.31302,303
loc1706713,142,8,Shoreham Dr / Shoreham Crt,43.76916,-79.51876,303
loc1706714,235,34,Bermondsey Rd / Sunrise Ave,43.71699,-79.31335,153
loc1706715,113,33,Shaughnessy Blvd / Van Horne Ave,43.78575,-79.35734,302
loc1706716,135,16,Roselawn Ave / Wingate Pl,43.70699,-79.41798,301
loc1706717,131,16,Elm Rd / St Germain Ave,43.72962,-79.41478,901
loc1706718,134,22,Mount Pleasant Rd / Broadway Ave,43.71113,-79.39123,842
loc1706719,442,11,Meadow Oak Pl / West Oak Cres,43.70979,-79.52823,301
loc1706720,324,30,Victor Ave / Carlaw Ave,43.66915,-79.34338,301
loc1706721,141,8,Niska Rd / Tobermory Dr,43.76454,-79.50894,323
loc1706722,342,17,Davenport Rd / Lightbourn Ave,43.67238,-79.44377,302
loc1706723,141,8,Cook Rd / Troyer Ave,43.76657,-79.50347,301
loc1706724,426,14,Jameson Ave / Leopold St,43.63873,-79.43661,323
loc1706725,411,7,Bradstock Rd / Habitant Dr,43.73963,-79.53662,301
loc1706726,242,41,Highbridge Pl / Port Royal Trl / Duxbury Dr,43.82444,-79.29302,301
loc1706727,116,34,HWY 401 / 401 C W Leslie N Ramp,43.76696,-79.35422,896
loc1706728,441,2,HWY 401 / 401 X W Carlingview N Ramp,43.67657,-79.57803,901
loc1706729,411,7,Bartor Rd / Arrow Rd,43.73734,-79.52973,831
loc1706730,426,14,West Lodge Ave / Seaforth Ave,43.64296,-79.43626,302
loc1706731,423,13,Hillsview Ave / Mavety St,43.66007,-79.46345,301
loc1706732,221,35,Danforth Rd / Wolfe Ave,43.72739,-79.25263,323
loc1706733,145,9,Wilson Ave / Transit Rd / Billy Bishop Way,43.73338,-79.45286,144
loc1706734,433,6,Portland St / Windsor St,43.61939,-79.49816,603
loc1706735,435,6,GARDINER EXPRESS / GARDINER EXPRESS / Royal York Rd,43.62273,-79.501,902
loc1706736,212,44,Ponymeadow Ter / Pictorial St,43.79729,-79.18189,901
loc1706737,141,8,Leitch Ave / Murray Ross Pkwy,43.76591,-79.49614,365
loc1706738,324,30,Gerrard St E / Galt Ave,43.66902,-79.33659,601
loc1706739,344,20,Manning Ave / Follis Ave,43.66858,-79.41776,303
loc1706740,213,44,Ponymeadow Ter / Pictorial St,43.79729,-79.18189,901
loc1706741,225,35,Medford Ave / Butterworth Ave,43.69676,-79.27223,302
loc1706742,224,31,Victoria Park Ave / Glencrest Blvd,43.70819,-79.29572,502
loc1706743,112,10,Bathurst St / Finch Ave W,43.77386,-79.44301,405
loc1706744,215,44,Golders Green Ave / East Ave,43.78446,-79.1332,848
loc1706745,245,40,HWY 401 / 401 C E Kennedy Rd Ramp / C P R,43.77283,-79.2923,902
loc1706746,125,26,Don Mills Rd / Eglinton Ave E,43.7205,-79.33887,860
loc1706747,422,13,Bearwood Dr / Edenbridge Dr,43.67294,-79.51461,861
loc1706748,132,16,Forest Wood / Lytton Blvd,43.71107,-79.42566,896
loc1706749,442,11,Weston Rd / John St,43.7006,-79.51779,896
loc1706750,132,16,Avenue Rd / Douglas Ave,43.72374,-79.41624,946
loc1706751,334,20,York St / Lakeshore W York St Ramp / York St Gardiner W Ramp,43.64206,-79.38111,896
loc1706752,123,34,Karen Rd / Camwood Cres,43.76084,-79.3396,902
loc1706753,443,4,Strathdee Dr / Queensborough Cres,43.68173,-79.54315,303
loc1706754,332,20,Adelaide St W / Ln E Peter S Adelaide / Drummond Pl,43.64746,-79.39219,898
loc1706755,435,6,Lake Shore Blvd W / Twenty Ninth St,43.59567,-79.5283,331
loc1706756,331,19,Claremont St / Ln S Dundas W Manning / Bellwoods Pl,43.64968,-79.411,302
loc1706757,231,38,HWY 401 / HWY 401 / East Highland Creek,43.78908,-79.22533,901
loc1706758,442,11,Limerick Ave / Snowberry Ave,43.71354,-79.52068,901
loc1706759,331,19,Queen St W / Ossington Ave / Lower Ossington Ave,43.6442,-79.41886,152
loc1706760,432,5,HWY 427 / 427 X S Gardiner X E Ramp / 427 C S Browns Li Ramp / 427 C S Qew X W Ramp,43.6172,-79.55223,901
loc1706761,332,20,University Ave / Queen St W,43.65085,-79.38663,946
loc1706762,146,9,Westcliffe Rd / Dana Ave,43.72344,-79.50774,301
loc1706763,226,31,Danforth Ave / Eldon Ave,43.69051,-79.29149,502
loc1706764,432,5,The East Mall / North Queen St,43.62048,-79.54942,846
loc1706765,225,36,Kalmar Ave / Hollis Ave,43.69354,-79.26993,301
loc1706766,435,6,Lake Shore Blvd W / Twenty Eighth St,43.59581,-79.52762,331
loc1706767,141,9,Keele St / Sheppard Ave W / Downsview Park Trl,43.74478,-79.48645,901
loc1706768,133,15,Caledonia Rd / Marcia Ave,43.71049,-79.46638,891
loc1706769,426,14,St Clarens Ave / Northern Pl / Wyndham St,43.64735,-79.43728,848
loc1706770,325,28,Sackville St / Shuter St,43.6576,-79.36203,303
loc1706771,243,41,Brimley Rd / Dennett Dr,43.79311,-79.27104,653
loc1706772,145,9,Privet Rd / Downsview Ave,43.72052,-79.49844,901
loc1706773,442,11,Uphill Ave / Church St,43.70859,-79.50853,301
loc1706774,442,11,Weston Rd / Fairglen Cres,43.70888,-79.53421,901
loc1706775,411,7,HWY 400 / 400 S Finch Ramp,43.76002,-79.53208,901
loc1706776,413,1,Silverstone Dr / Mount Olive Dr,43.74631,-79.58817,303
loc1706777,444,4,HWY 427 / 427 N 401 C W Ramp,43.67222,-79.58077,901
loc1706778,141,8,Petrolia Rd / Limestone Cres,43.78005,-79.48897,499
loc1706779,445,5,Avonhurst Rd / Holloway Rd,43.64881,-79.53474,301
loc1706780,231,38,Barlow Rd / Hiscock Blvd,43.76925,-79.22223,301
loc1706781,146,7,Jane St / William Cragg Dr,43.72236,-79.50898,323
loc1706782,311,22,Russell Hill Rd / Clarendon Ave / Sir Winston Churchill Park Trl,43.68249,-79.40668,301
loc1706783,242,41,Port Royal Trl / Radwell Cres,43.81908,-79.2912,302
loc1706784,241,39,Huntingdale Blvd / Birchcrest Crt,43.79703,-79.32086,301
loc1706785,342,17,Harvie Ave / Hope St,43.68085,-79.45161,301
loc1706786,224,31,Cranfield Rd / Waterman Ave,43.71055,-79.31324,206
loc1706787,331,19,Atlantic Ave / Snooker St,43.63947,-79.42101,151
loc1706788,313,29,Cambridge Ave / Ozark Cres,43.67881,-79.35962,323
loc1706789,132,15,Glengrove Ave / Shermount Ave,43.71183,-79.43935,301
loc1706790,121,25,Lower Links Rd / Tournament Dr / Tournament Park Trl,43.75083,-79.39964,510
loc1706791,122,25,Vernham Ave / Farrington Dr,43.75577,-79.37383,301
loc1706792,441,2,Highway 27 N / 27 N Dixon E Ramp,43.68698,-79.58128,903
loc1706793,113,33,Don Mills Rd / Seneca Hill Dr,43.79027,-79.35416,891
loc1706794,321,26,Eglinton Ave E / Rumsey Rd,43.71257,-79.36966,901
loc1706795,312,27,Bloor St W / St Thomas St,43.66936,-79.39103,499
loc1706796,432,5,HWY 427 / Dundas St W / 427 X N Cloverdale Ramp,43.62853,-79.55677,902
loc1706797,333,28,Lake Shore Blvd E / Parliament St,43.64774,-79.36104,866
loc1706798,223,35,Eglinton Ave E / McCowan Rd,43.73885,-79.23836,901
loc1706799,345,18,Lightbourn Ave / Geary Ave,43.66899,-79.44232,846
loc1706800,224,31,Woodbine Ave / Sammon Ave,43.69109,-79.31513,946
loc1706801,214,44,Kingston Rd / Old Kingston Rd / Highland Creek Overpass,43.78454,-79.16875,896
loc1706802,111,24,Tarbert Rd / Covewood St,43.80364,-79.39136,301
loc1706803,315,20,Spadina Ave / Spadina Cres,43.65897,-79.40047,137
loc1706804,222,35,Dawes Rd / Westbourne Ave,43.7079,-79.29228,301
loc1706805,142,8,Clayhall Cres / Gambello Cres,43.75143,-79.49873,301
loc1706806,234,43,Galloway Rd / Montoro Lane,43.76267,-79.19499,323
loc1706807,133,12,Manresa Lane / Wyndale Dr,43.70845,-79.48601,301
loc1706808,322,29,O'Connor Dr / Elmsdale Rd,43.69445,-79.34412,301
loc1706809,434,6,GARDINER EXPRESS / GARDINER EXPRESS,43.61655,-79.53338,901
loc1706810,444,3,Permfield Path / Donegal Path,43.64899,-79.5666,901
loc1706811,213,40,HWY 401 / 401 C E Kennedy Rd Ramp / C P R,43.77283,-79.2923,901
loc1706812,115,33,HWY 401 / 404 S 401 C W,43.76767,-79.34415,901
loc1706813,445,5,Burnhamthorpe Rd / Burnelm Dr,43.64852,-79.55018,301
loc1706814,116,34,Victoria Park Ave / Victoria Pr S 401 C E Ramp / Victoria Pr S 401 C E Ramp,43.76793,-79.3196,901
loc1706815,311,22,Avenue Rd / Macpherson Ave,43.67816,-79.398,902
loc1706816,243,38,Borough Dr / Town Centre Crt,43.7744,-79.25355,906
loc1706817,112,0,Bathurst St / Steeles Ave W,43.79241,-79.44576,901
loc1706818,411,7,Islington Ave / Rowntree Mill Rd / Duncanwoods Dr,43.75471,-79.56887,901
loc1706819,212,44,Morningside Ave / Military Trl,43.78928,-79.19436,941
loc1706820,441,2,Dixon Rd / 427 N Dixon Ramp,43.68656,-79.59942,355
loc1706821,122,25,Bayview Ave / Country Lane,43.74036,-79.38265,902
loc1706822,333,30,Villiers St / Cherry St / Martin Goodman Trl,43.64688,-79.35374,901
loc1706823,421,12,Rogers Rd / Rosethorn Ave,43.68254,-79.4644,901
loc1706824,412,1,Huddersfield Rd / Humberline Dr,43.74335,-79.62068,896
loc1706825,135,16,Eglinton Ave W / Chaplin Cres,43.70272,-79.41738,499
loc1706826,213,42,Sewell's Rd / Brenyon Way,43.8078,-79.2156,303
loc1706827,441,4,Willowridge Rd / Richgrove Dr,43.67571,-79.56843,323
loc1706828,411,7,Toryork Dr / Ormont Dr,43.76,-79.55806,603
loc1706829,426,18,Sterling Rd / Perth Ave,43.6552,-79.44634,499
loc1706830,442,12,Trethewey Dr / Arena St,43.69755,-79.50166,323
loc1706831,345,18,Bloor St W / Bartlett Ave,43.66039,-79.43292,333
loc1706832,423,11,Ryding Ave / Gourlay Cres,43.66927,-79.47718,849
loc1706833,314,27,Yonge St / Gerrard St E / Gerrard St W,43.6591,-79.38212,323
loc1706834,445,3,Keane Ave / Park Manor Dr / Glen Meadow Crt,43.64935,-79.55718,301
loc1706835,331,19,Grove Ave / Rolyat St,43.64841,-79.42287,302
loc1706836,326,30,Dundas St E / Leslie St,43.66673,-79.33172,302
loc1706837,433,5,The Queensway / Stock Ave,43.62123,-79.5255,842
loc1706838,426,14,Lake Shore Blvd W / Lakeshore Dowling Av Ramp,43.63364,-79.4372,848
loc1706839,313,28,Wellesley St E / Ontario St,43.66763,-79.37221,323
loc1706840,341,15,Vaughan Rd / Bansley Ave,43.69315,-79.44206,848
loc1706841,426,14,King St W / Dowling Ave,43.63666,-79.4386,848
loc1706842,331,19,Euclid Ave / Euclid Pl,43.64708,-79.40795,303
loc1706843,312,27,Sultan St / St Thomas St,43.66864,-79.39072,896
loc1706844,213,38,McCowan Rd / Mccowan Rd S 401 C E Ramp,43.78078,-79.2548,901
loc1706845,321,26,Millwood Rd / Southvale Dr,43.70246,-79.36158,301
loc1706846,141,8,Potsdam Rd / Tobermory Dr,43.76046,-79.50978,303
loc1706847,214,44,Kingston Rd / Valmount Ave,43.79211,-79.15688,603
loc1706848,244,40,Sheppard Ave E / Palmdale Dr,43.77798,-79.31121,151
loc1706849,234,43,Kingston Rd / Overture Rd / Payzac Ave,43.75897,-79.19758,303
loc1706850,445,5,Cordova Ave / Central Park Rdwy,43.64789,-79.52689,323
loc1706851,312,20,Avenue Rd / Davenport Rd,43.67472,-79.39661,331
loc1706852,141,9,Keele St / Sheppard Ave W / Downsview Park Trl,43.74478,-79.48645,501
loc1706853,325,28,Sackville St / Cole St,43.66078,-79.3633,323
loc1706854,234,43,Rodda Blvd / Westcroft Dr,43.76982,-79.19168,301
loc1706855,132,25,HWY 401 / Bayview Ave / Bayview S 401 C E Ramp,43.76296,-79.38706,902
loc1706856,113,33,Baroness Cres / Medaca St,43.79152,-79.3442,901
loc1706857,415,4,Martin Grove Rd / Martin Gv S 401 X W Ramp,43.69106,-79.57058,901
loc1706858,444,3,HWY 427 / 401 X E 427 X S Ramp,43.66854,-79.57419,901
loc1706859,334,28,Bay St / Lake Shore Blvd W,43.64301,-79.37782,898
loc1706860,341,15,Glenholme Ave / Bansley Ave,43.69157,-79.44376,301
loc1706861,214,44,Ponymeadow Ter / Pictorial St,43.79729,-79.18189,896
loc1706862,341,15,Glenholme Ave / Clovelly Ave,43.69445,-79.44434,301
loc1706863,445,2,HWY 427 / 401 C E 427 N Ramp / Eglinton W 427 N Ramp,43.67193,-79.58878,896
loc1706864,223,38,Danforth Rd / Eglinton Ave E,43.7371,-79.24616,303
loc1706865,146,12,Jane St / Gordon Mackay Rd / Falstaff Ave,43.71546,-79.50722,323
loc1706866,333,28,Eastern Ave / Sumach St,43.65429,-79.35783,733
loc1706867,426,14,King St W / Wilson Park Rd,43.63664,-79.44157,322
loc1706868,426,18,Dufferin St / Fisher St,43.65092,-79.43195,365
loc1706869,343,21,Bathurst St / Lonsdale Rd / Claxton Blvd,43.68721,-79.41996,323
loc1706870,341,15,Lauder Ave / Amherst Ave,43.69054,-79.44455,301
loc1706871,242,41,McCowan Rd / Alton Towers Crcl,43.8225,-79.27399,303
loc1706872,331,19,Crawford St / Harrison St,43.6517,-79.41772,302
loc1706873,445,5,Dundas St W / Mabelle Ave,43.64677,-79.53055,323
loc1706874,213,38,Markham Rd / 401 C E Markham Rd N Ramp,43.78393,-79.23472,861
loc1706875,411,7,Irondale Dr / Garyray Dr,43.76711,-79.54855,901
loc1706876,222,35,Warden Ave / Sherry Rd,43.72329,-79.28574,846
loc1706877,142,7,Laura Rd / Snowood Crt,43.74433,-79.52197,898
loc1706878,212,42,Murison Blvd / Milner Ave,43.799,-79.2023,901
loc1706879,132,15,Lawrence Ave W / Varna Dr,43.7175,-79.43769,901
loc1706880,235,31,O'Connor Dr / Bermondsey Rd / Yardley Ave,43.71245,-79.30743,946
loc1706881,214,44,Kingston Rd / Port Union Rd / Sheppard Ave E,43.79892,-79.14622,850
loc1706882,313,27,Isabella St / Sherbourne St,43.66966,-79.37579,896
loc1706883,244,39,Norcap Ave / Castle Hill Dr,43.79636,-79.29782,902
loc1706884,325,28,Spruce St / Parliament St,43.66321,-79.36754,848
loc1706885,412,1,Steinway Blvd / Goodmark Pl,43.75304,-79.61953,903
loc1706886,222,35,Manville Rd / Hymus Rd,43.72035,-79.28089,999
loc1706887,442,11,HWY 401 / 401 C W Weston Rd Ramp,43.71484,-79.5308,901
loc1706888,243,38,HWY 401 / 401 C E Markham Rd Ramp,43.78362,-79.24144,902
loc1706889,412,1,Baywood Rd / Mars Rd,43.74707,-79.60624,903
loc1706890,211,42,Markham Rd / Turbina Ave,43.82731,-79.2493,902
loc1706891,421,11,Greendale Ave / Greendale Cres,43.68116,-79.48956,301
loc1706892,214,44,Kingston Rd / Old Kingston Rd / Highland Creek Overpass,43.78454,-79.16875,603
loc1706893,245,37,Rossford Rd / Manhattan Dr,43.75218,-79.29622,843
loc1706894,425,13,Riverside Dr / Old Mill Dr,43.65016,-79.48938,323
loc1706895,426,14,The Queensway / Claude Ave,43.63965,-79.45229,323
loc1706896,421,12,Todd Baylis Blvd / Industry St,43.69331,-79.48622,941
loc1706897,141,9,Sunfield Rd / Dellview Way,43.74276,-79.48978,999
loc1706898,233,34,Parkwoods Village Dr / Vanity Crt,43.75881,-79.32021,323
loc1706899,432,5,Kipling Ave / North Queen St,43.62521,-79.52855,655
loc1706900,123,34,Fenside Dr / Lynedock Cres,43.76192,-79.32857,896
loc1706901,133,12,Castlefield Ave / Woodborough Ave,43.69633,-79.46874,896
loc1706902,222,35,Manville Rd / Malley Rd,43.72131,-79.28131,901
loc1706903,411,7,Coral Gable Dr / Hibiscus Crt,43.73693,-79.54135,301
loc1706904,315,20,Kensington Ave / Fitzroy Ter,43.65344,-79.4002,301
loc1706905,345,18,Bloor St W / Brock Ave,43.65921,-79.43867,848
loc1706906,433,5,Islington Ave / Thomas Fisher Dr,43.63249,-79.5184,901
loc1706907,334,20,Bishop Tutu Blvd / Queens Quay W,43.63524,-79.3992,861
loc1706908,445,3,The West Mall / Leavenworth Cres,43.63436,-79.56129,905
loc1706909,231,38,Progress Ave / Estate Dr,43.78093,-79.23789,521
loc1706910,223,36,Kingston Rd / Mason Rd,43.73435,-79.22198,418
loc1706911,212,44,HWY 401 / Meadowvale Rd / Meadowvale Rd N 401 C W Ramp,43.7992,-79.1661,896
loc1706912,226,32,Pine Ave / Silver Birch Ave,43.67674,-79.28672,301
loc1706913,222,35,Leahurst Dr / Fairbourne Cres,43.71759,-79.29294,898
loc1706914,332,20,Baldwin St / Henry St,43.65601,-79.39351,151
loc1706915,441,4,Dixon Rd / Chetta Pl / Wincott Dr,43.6958,-79.55216,323
loc1706916,227,32,Kingston Rd / Elmer Ave,43.6757,-79.3059,302
loc1706917,341,15,Marlee Ave / Roselawn Ave,43.70225,-79.44111,323
loc1706918,443,4,Russell Rd / Manorhampton Dr,43.68369,-79.53397,301
loc1706919,241,39,La Peer Blvd / Westwater Dr / Calora Crt,43.80399,-79.31428,301
loc1706920,421,11,Greendale Ave / Greendale Cres,43.68116,-79.48956,301
loc1706921,422,11,St Clair Ave W / French Ave,43.66732,-79.49098,601
loc1706922,411,7,Navenby Cres / Rubydale Gdns,43.75612,-79.56407,891
loc1706923,442,11,Meadow Oak Pl / West Oak Cres,43.71128,-79.52873,301
loc1706924,342,17,Howick Ave / Silverthorn Ave,43.67638,-79.46093,302
loc1706925,121,25,HWY 401 / Yonge St N 401 C E Ramp,43.75597,-79.40385,837
loc1706926,423,14,Alhambra Ave / Radford Ave,43.65418,-79.45313,152
loc1706927,145,11,HWY 401 / Weston Rd / Weston Rd N 401 C W Ramp,43.71358,-79.53625,896
loc1706928,135,22,Avenue Rd / Hillholm Rd,43.69695,-79.40541,321
loc1706929,334,20,Stadium Rd / Queens Quay W / Martin Goodman Trl,43.63446,-79.40061,323
loc1706930,135,21,Bathurst St / Ava Rd,43.69795,-79.42434,303
loc1706931,233,37,Brian Ave / Pharmacy Ave,43.74621,-79.30584,701
loc1706932,314,27,Church St / McGill St,43.66067,-79.37887,501
loc1706933,323,30,Woodfield Rd / Walpole Ave,43.67498,-79.32528,302
loc1706934,421,11,Weston Rd / Lambton Ave,43.68423,-79.484,603
loc1706935,426,18,Lumbervale Ave / Lansdowne Ave,43.65143,-79.44019,302
loc1706936,143,10,Almore Ave / Marwill St,43.74675,-79.44443,301
loc1706937,426,13,Lake Shore Blvd W / Colborne Lodge Dr,43.63797,-79.45897,901
loc1706938,445,5,Goswell Rd / Prennan Ave,43.64879,-79.53994,301
loc1706939,113,33,Bracken Fernway / Slender Fernway,43.79004,-79.35978,303
loc1706940,343,17,Oakwood Ave / Earlsdale Ave,43.68546,-79.43806,302
loc1706941,442,11,Weston Rd / Conron Pl / Humber River Recreational Trl,43.7035,-79.52639,323
loc1706942,221,37,Kennedy Rd / Landseer Rd,43.73529,-79.26924,301
loc1706943,321,26,Brentcliffe Rd / Glenvale Blvd / Killdeer Cres,43.71871,-79.36557,869
loc1706944,325,27,Dundas St E / Jarvis St,43.65707,-79.37457,356
loc1706945,133,12,Amesbury Dr / Flamingo Cres,43.7019,-79.48151,301
loc1706946,146,12,Jane St / Gordon Mackay Rd / Falstaff Ave,43.71546,-79.50722,323
loc1706947,444,3,HWY 427 / 427 X S 427 C S,43.6456,-79.56369,901
loc1706948,123,33,HWY 404 / 401 W 404 Ramp,43.77264,-79.33879,903
loc1706949,113,24,Hines Dr / Sexton Cres,43.8013,-79.34776,898
loc1706950,333,28,Richmond St E / Victoria St,43.65196,-79.37776,612
loc1706951,332,20,Adelaide St W / Simcoe St,43.64864,-79.38662,896
loc1706952,142,8,Driftwood Ave / Cobbler Cres,43.76604,-79.51167,323
loc1706953,223,36,Kingston Rd / Whitecap Blvd,43.73422,-79.22212,355
loc1706954,141,8,Leitch Ave / Murray Ross Pkwy,43.76591,-79.49614,311
loc1706955,442,4,Royal York Rd / Yorkleigh Ave,43.69429,-79.53191,301
loc1706956,141,8,Dufferin St / Dolomite Dr,43.78084,-79.46982,903
loc1706957,322,26,Don Mills Rd / Don Mills Rd N Dvp S Ramp / Don Mills Rd S Dvp S Ramp,43.70164,-79.33715,848
loc1706958,426,18,Queen St W / Beaconsfield Ave,43.64302,-79.4248,848
loc1706959,133,12,Keele St / Colville Rd,43.70618,-79.47751,902
loc1706960,143,9,Sheppard Ave W / Tuscan Gt,43.75285,-79.48274,896
loc1706961,116,24,Bayview Ave / Princess Ave,43.77348,-79.38958,846
loc1706962,345,18,Paton Rd / Lansdowne Ave,43.66065,-79.44362,846
loc1706963,244,33,Victoria Park Ave / Patrick Blvd,43.77774,-79.32417,323
loc1706964,321,26,Laird Dr / Esandar Dr,43.70527,-79.36148,848
loc1706965,215,44,Lawson Rd / Brumwell St,43.78821,-79.14748,901
loc1706966,412,1,Albion Rd / Claireport Cres,43.74744,-79.63494,901
loc1706967,232,37,Lawrence Ave E / Brockley Dr,43.75207,-79.26246,901
loc1706968,442,11,Weston Rd / Fairglen Cres,43.70888,-79.53421,901
loc1706969,411,7,Weston Rd / Fenmar Dr,43.75808,-79.54388,523
loc1706970,141,8,Keele St / Steeles Ave W,43.78158,-79.49451,901
loc1706971,332,20,York St / Station St,43.64482,-79.38227,143
loc1706972,231,38,Ben Stanton Blvd / Benfrisco Cres / Benprice Crt,43.75867,-79.23878,896
loc1706973,231,38,Ben Stanton Blvd / Benfrisco Cres / Benprice Crt,43.75867,-79.23878,896
loc1706974,333,30,Commissioners St / Don Roadway,43.64853,-79.34504,903
loc1706975,116,34,Duncan Mill Rd / Lesmill Rd,43.76065,-79.3585,902
loc1706976,134,22,Eglinton Ave E / Forman Ave,43.70919,-79.3862,841
loc1706977,426,14,Alhambra Ave / Boustead Ave,43.65333,-79.45281,846
loc1706978,411,7,Turbine Dr / Garyray Dr,43.76546,-79.55677,896
loc1706979,141,8,Keele St / Steeles Ave W,43.78158,-79.49451,943
loc1706980,141,8,Keele St / Toro Rd,43.75983,-79.49008,503
loc1706981,425,13,Bloor St W / Willard Ave,43.6499,-79.48187,151
loc1706982,212,42,Henbury Pl / John Tabor Trl / Dunthorne Crt,43.80411,-79.20249,302
loc1706983,421,12,Rogers Rd / Kane Ave,43.68206,-79.46654,404
loc1706984,413,1,Cabernet Crcl / Cassis Dr,43.75175,-79.60445,855
loc1706985,233,34,Victoria Park Ave / Rowena Dr,43.7515,-79.31302,323
loc1706986,132,16,Avenue Rd / Old Orchard Grv,43.73164,-79.41927,301
loc1706987,224,31,Aspen Ave / Parkview Hill Cres,43.70442,-79.32881,301
loc1706988,112,8,Dufferin St / Steeles Ave W,43.78728,-79.47009,401
loc1706989,413,1,Bucksburn Rd / Silverstone Dr,43.74831,-79.59972,901
loc1706990,415,2,HWY 401 / Rexdale S 401 C W Ramp,43.70707,-79.55634,848
loc1706991,231,38,Chandler Dr / Janray Dr,43.76366,-79.21903,301
loc1706992,312,20,Bloor St W / Bedford Rd,43.66803,-79.39738,856
loc1706993,311,22,Edmund Ave / Benvenuto Pl,43.68235,-79.40054,323
loc1706994,121,10,Tregellis Rd / Bombay Ave,43.74382,-79.42358,301
loc1706995,132,16,Bathurst St / Marmion Ave,43.72662,-79.43143,301
loc1706996,122,25,Harrison Rd / Heathcote Ave,43.75438,-79.37677,301
loc1706997,331,19,Fennings St / Humbert St,43.64561,-79.42188,321
loc1706998,342,17,Dufferin St / Hope St,43.68237,-79.44484,322
loc1706999,332,20,Richmond St W / John St,43.64913,-79.3908,896
loc1707000,143,10,Dufferin St / Overbrook Pl / Steeprock Dr,43.76104,-79.46521,846
loc1707001,244,40,Kennedy Rd / Sheppard Ave E,43.78329,-79.28826,510
loc1707002,433,5,The Queensway / Smith Cres,43.62558,-79.506,603
loc1707003,122,25,401 C E Leslie St S Ramp / 401 C E Leslie St Ramp,43.76405,-79.36288,837
loc1707004,143,10,Pannahill Rd / Overbrook Pl / Garthdale Crt,43.76134,-79.46374,321
loc1707005,111,24,Colonnade Rd / Snowcrest Ave,43.79406,-79.38224,301
loc1707006,214,44,Atrium Lane / Royal Rouge Trl,43.80169,-79.15,301
loc1707007,245,38,Markham Rd / Markham Rd S 401 C E Ramp,43.78523,-79.23514,896
loc1707008,226,32,Kingston Rd / Glen Stewart Cres,43.67851,-79.29992,323
loc1707009,323,29,Muriel Ave / Gertrude Pl,43.6806,-79.34463,301
loc1707010,146,12,Keele St / Keele St S 401 C E Ramp,43.72227,-79.48121,896
loc1707011,445,5,Botfield Ave / Mattice Ave,43.64626,-79.54038,898
loc1707012,114,23,Finch Ave E / Kenneth Ave / Doris Ave,43.78048,-79.41232,906
loc1707013,221,38,McCowan Rd / Blue Lagoon Crt,43.74171,-79.23979,848
loc1707014,411,7,Kenhar Dr / Fenmar Dr,43.75981,-79.54955,792
loc1707015,134,22,Yonge St / Millwood Rd,43.69933,-79.39686,891
loc1707016,344,20,Bloor St W / Howland Ave / Borden St,43.66568,-79.40868,152
